PCAS,HF3ndOPT,Gibbs,Enthalpy,Entropy,Polarizability,LUMO,HOMO,HLG,NLUMO,NHOMO,excSinglet_eV,TotEnergyTD,Oscillator_strength,Re,Volume,Density,ESPI,ESPA,TA,PA,N_A,ESPTA,ESPPA,ESPNA,Tvariance,Pvariance,Nvariance,BOC,POS,Pi,MPI,NSA,PSA,FBOmax,FBOmin,FBOmin5,QCPositivemax,QCNegativemax,QCNegativemin,QHPositivemax,LccMax,LccMin,LccAver,DNmax,DNmin,DEmax,DEmin,DN0max,DN0min,DE0max,DE0min,TDN,TDE,TDN0,TDE0,FwLUMOmax,FwHOMOmax,FwRadicalmax,FwDualmax,FwLUMOmin,FwHOMOmin,FwRadicalmin,FwDualmin,TotalFwLUMO,TotalFwHOMO,FEDLUMOmax,FEDHOMOmax,FEDLUMOmin,FEDHOMOmin,TotalFEDLUMO,TotalFEDHOMO,LUMO_delocalization_index,HOMO_delocalization_index,FLUMOmax,FHOMOmax,FRadicalmax,FDualmax,FLUMOmin,FHOMOmin,FRadicalmin,FDualmin,ConElectrophilicitymax,ConElectrophilicitymin,ConNucleophilicitymax,ConNucleophilicitymin,VerticalIP,VerticalEA,Electronegativity,Hardness,Softness,Electrophilicity,Nucleophilicity
p0000050180,-1797.356259,-1797.164524,-1797.102899,129.7,150.58,-0.01504,-0.30838,0.29334,-0.00452,-0.33798,6.2617,-1797.126145,0.0009,5087.4446,1944.11747,1.5049,-44.80669,40.26402,898.73034,526.58897,372.14137,0.00448863,0.02383366,-0.02288506,0.00049971,0.00014714,0.00035257,0.20774999,0.00010382,0.02287983,0.63785851,84.82,166.85,2.13201459,0.0500184,0.80121346,-0.058582223,-0.058582223,-0.179965097,0.268210439,2.527596,1.520263,1.853013,-10.27606,-30.69406,-1.99331,-22.90528,-14.75057,-44.90671,-1.52005,-16.50861,-500.25472,-222.62275,-723.52303,-166.18103,0.06835,0.1834,0.09492,0.06342,0.002,0.00245,0.01054,-0.18141,0.876304,0.99993,20.849,37.783,0.1,0.029,91.24237,99.988391,10.59,17.84,0.1571,0.191,0.095,0.1341,-0.0011,-0.0019,0.0077,-0.1921,0.15431,-0.00104,0.13941,-0.00141,8.9529,-0.3866,4.2832,9.3395,0.1071,0.9821,0.7298
p0000050657,-1830.716751,-1830.566191,-1830.499008,141.4,228.32,-0.06783,-0.30375,0.23592,-0.03845,-0.3107,3.9704,-1830.570842,0,15426.0902,2266.68727,1.6172,-32.86237,71.35026,1095.31839,717.84564,377.47276,0.00524931,0.01774543,-0.01851474,0.0006234,0.00038695,0.00023645,0.23542932,0.00014677,0.01729802,0.49009201,182.4,124.32,1.9312219,0.05210738,0.70368762,0.246247542,-0.051295382,-0.141246157,0.352918591,3.015648,1.382949,2.129463,-7.40385,-29.60382,-1.76832,-25.6311,70.8847,-98.7191,-1.21702,-15.37975,-544.93108,-322.61737,-519.5727,-200.22157,0.05684,0.07851,0.05317,0.051,0.00533,0.00256,0.00565,-0.05067,0.913594,0.999979,12.707,12.278,0.065,0.084,99.961986,99.99813,7.08,6.5,0.1097,0.0871,0.0776,0.0648,0.0063,0.01,0.0117,-0.0709,0.18051,0.01035,0.07452,0.00857,8.8938,1.1832,5.0385,7.7106,0.1297,1.6462,0.8558
p0000052686,-2179.961415,-2179.871396,-2179.810671,127.806,126.05,-0.00962,-0.36152,0.3519,-0.00108,-0.36938,6.3545,-2179.72789,0.0006,13543.2658,1656.21266,1.7418,-33.79283,31.01878,811.42377,400.23365,411.19012,0.00095862,0.01857537,-0.01618872,0.00024221,0.00009681,0.0001454,0.23994208,0.00005812,0.01738989,0.47255102,116.14,111.08,2.08480174,0.05057818,0.76114942,0.042097866,-0.041034523,-0.139344542,0.291097506,1.543844,1.543844,1.543844,-8.71067,-28.58531,-2.11991,-24.39299,-14.7391,-72.27377,-1.42253,-15.32418,-347.62051,-218.49508,-667.23321,-142.42368,0.09828,0.18026,0.13661,0.07247,0.00615,0.00238,0.02283,-0.13804,0.91057,0.999994,11.309,17.74,0.706,0.034,91.839467,99.998694,6.97,10.93,0.1248,0.136,0.0897,0.0892,0.0036,0.0105,0.0091,-0.1225,0.1414,0.00411,-0.00753,-0.0974,10.5634,-0.5345,5.0145,11.0979,0.0901,1.1329,-0.7163
p0000052857,-1959.033916,-1958.817973,-1958.742605,158.626,208.33,-0.0204,-0.31299,0.29259,-0.01194,-0.31362,5.3795,-1958.836221,0.0007,39567.2089,2437.27774,1.4958,-38.78616,23.56398,1147.26436,687.54837,459.716,0.00182955,0.01943579,-0.02450223,0.00038028,0.00007949,0.0003008,0.16533034,0.00006287,0.02113388,0.58411805,109.02,212.25,2.10588208,0.0524609,0.82077443,0.117655195,-0.014968789,-0.448906918,0.339774372,2.806634,1.39177,2.101836,-9.96784,-32.7684,-2.55757,-29.84096,-15.90688,-466.43496,-1.75238,-16.79836,-592.71083,-316.27046,-3112.74841,-207.74422,0.0452,0.35885,0.20202,0.04293,0.00581,0.00067,0.01091,-0.31365,0.911588,0.999988,16.7,55.643,0.01,0.03,99.03025,99.996239,8.81,32.7,0,0.1835,0.0917,-0.0053,0,0.0053,0.0026,-0.1835,0,0,0.11084,0.0032,9.1934,0,4.5967,9.1934,0.1088,1.1492,0.6042
p0000056553,-692.9884346,-692.783784,-692.732626,107.67,233.51,-0.04162,-0.24911,0.20749,-0.01786,-0.27415,3.7482,-692.8506897,0.057,15667.0724,2011.37915,1.2718,-15.52768,23.52126,944.36021,456.49473,487.86547,-0.00023104,0.0155942,-0.01503868,0.00011945,0.00006976,0.00004969,0.24294521,0.00002902,0.01530032,0.4165305,126.26,138.19,1.6831863,0.05138991,0.84051381,-0.002819134,-0.002819134,-0.126123567,0.131513078,2.982623,1.351123,2.188182,-11.18987,-24.28892,-2.68606,-12.72613,-7.45904,-30.04764,-1.86781,-8.29775,-563.40206,-253.54772,-591.58685,-169.64194,0.02471,0.07577,0.05024,0.01974,0.01188,0.00396,0.00898,-0.05106,0.594985,0.999971,11.152,13.097,0.189,0.073,99.951619,99.996303,5.97,6.77,0.0703,0.0839,0.0771,0.0079,0.014,0.01,0.0124,-0.0136,0.0786,0.01571,0.19646,0.02347,7.4618,0.4554,3.9586,7.0064,0.1427,1.1183,2.3425
p0000060128,-385.9765551,-385.847972,-385.80474,90.989,98.79,-0.00857,-0.29492,0.28635,0.00297,-0.30402,5.4388,-385.7766843,0.0009,1315.4036,1183.23848,1.157,-36.44134,42.28108,620.14206,362.98048,257.16159,0.00111403,0.01669649,-0.02088041,0.00034522,0.00013334,0.00021188,0.2370609,0.00008184,0.01825704,0.50154616,83.71,89.95,1.46573819,0.05346524,0.83392124,-0.017680426,-0.017680426,-0.224556122,0.32374908,2.810165,1.393915,2.093321,-10.92179,-23.86301,-1.98146,-16.64958,-16.22536,-43.2813,-1.46229,-11.86947,-318.19509,-136.4229,-521.20836,-96.47402,0.08775,0.14134,0.08965,0.08367,0.01542,0.00409,0.0242,-0.10915,0.873109,0.999969,22.345,23.975,1.097,0.163,91.182676,99.997486,11.38,14.52,0,0.1542,0.0771,-0.0166,0,0.0166,0.0083,-0.1542,0,0,0.16897,0.01815,8.9,0,4.45,8.9,0.1124,1.1125,1.0959
p0000062737,-1719.168953,-1719.090744,-1719.033102,121.319,112.92,-0.00942,-0.31244,0.30302,0.00181,-0.38159,5.9028,-1718.95203,0.0009,10771.7706,1487.53307,1.6647,-39.00587,26.34066,779.93239,426.34255,353.58984,0.00196151,0.01745761,-0.01672299,0.00041331,0.00011001,0.0003033,0.19532425,0.00008073,0.017027,0.46598306,120.56,97.85,2.16288412,0.05467681,0.79943508,-0.078161957,-0.078161957,-0.329254178,0.252472653,1.332296,1.332296,1.332296,-10.01633,-30.32753,-2.36319,-21.61054,-15.36904,-60.54038,-1.69804,-15.02504,-330.22488,-175.40217,-565.84842,-124.88052,0.11046,0.21047,0.14342,0.08405,0.01053,0.00081,0.01351,-0.15626,0.906807,0.999955,14.749,26.394,0.573,0.001,90.458548,99.994068,8.77,19.22,0.1476,0.2265,0.1397,0.1331,0.0034,-0.0057,0.0025,-0.1737,0.14543,0.00331,0.14025,-0.00352,9.4303,-0.5571,4.4366,9.9875,0.1001,0.9854,0.6192
p0000066819,-940.9099723,-940.585695,-940.51622,146.221,190.15,-0.01573,-0.32147,0.30574,-0.00725,-0.33986,4.1007,-940.7592749,0.0001,16911.7702,2418.14335,1.3038,-34.88394,36.69932,1114.64478,809.05377,305.59101,0.00578145,0.01884502,-0.02880443,0.00034576,0.00008258,0.00026318,0.18179312,0.00006286,0.01926274,0.58709904,108.82,203.31,2.02518612,0.05013882,0.77591293,0.248558247,-0.070668696,-0.266947443,0.302386108,3.179353,1.510689,2.325228,-9.09389,-23.29964,-2.04702,-19.17994,-14.692,-74.49573,-1.44347,-12.41122,-657.90278,-314.80422,-1160.8416,-213.76918,0.03771,0.12872,0.07665,0.03572,0.00326,0.00199,0.00921,-0.10416,0.882015,0.999982,9.086,34.964,0.174,0.007,92.457594,99.999422,4.56,16.91,0.0973,0.2385,0.1384,0.079,0.0012,-0.0038,-7.00E-04,-0.2002,0.10134,0.00121,0.08911,-0.0014,9.3266,-0.3487,4.489,9.6754,0.1034,1.0413,0.3737
p0000068122,-248.4326967,-248.359316,-248.322891,76.663,51.72,-0.00966,-0.30584,0.29618,0.00912,-0.33228,5.4882,-248.2310097,0.001,683.3248,720.42247,1.1369,-43.74728,24.6165,430.19942,308.71933,121.48009,0.00423974,0.02083042,-0.03792242,0.00060969,0.00007749,0.0005322,0.1109401,0.00006764,0.02397359,0.6981591,31.82,88.65,2.01355732,0.05688961,0.81852733,0.118855286,-0.214066729,-0.214066729,0.110519338,2.473537,2.436619,2.45386,-10.82581,-25.48646,-2.28109,-18.15363,-14.67763,-35.99175,-1.784,-13.20646,-193.73566,-76.00694,-272.2751,-57.7728,0.1162,0.37612,0.20086,0.09748,0.01248,0.00448,0.03201,-0.35053,0.873173,1.00005,18.692,39.826,0.646,0.405,90.509006,100.007665,12.77,23.98,0,0.2287,0.1143,-0.0351,0,0.0351,0.0175,-0.2287,0,0,0.1827,0.02803,9.3727,0,4.6864,9.3727,0.1067,1.1716,0.799
p0000070304,-3410.451581,-3410.337535,-3410.267771,146.83,244.4,-0.02991,-0.28658,0.25667,-0.01999,-0.30718,4.7612,-3410.27661,0.0594,13956.6359,2552.12049,1.7866,-24.43752,56.34841,1166.00062,584.77072,581.2299,0.00287141,0.01667112,-0.01101237,0.00026168,0.00020933,0.00005235,0.16002918,0.00004188,0.01401094,0.37688683,223.05,103.47,1.36591188,0.05425403,0.7483154,0.126542061,-0.018419372,-0.175389946,0.314416571,3.104934,1.384761,2.141938,-8.60134,-31.77315,-1.74529,-23.88618,-9.66143,-80.58821,-1.27572,-15.61051,-583.14084,-322.93226,-1081.70356,-217.6944,0.0741,0.07138,0.05342,0.04797,0.01005,0.00191,0.00992,-0.04763,0.877618,0.999964,18.438,15.418,0.175,0.002,99.845691,99.99567,10.02,10.99,0.1054,0.154,0.0998,0.0894,0.0017,-0.0125,0.0116,-0.1084,0.11822,0.00189,0.20368,-0.01659,8.4678,0.164,4.3159,8.3038,0.1204,1.1216,1.323
p0000075354,-997.7348714,-997.728323,-997.695698,68.665,52.96,-0.00225,-0.32468,0.32243,6.00E-04,-0.3828,6.1495,-997.5088827,0,554.0772,690.24712,1.5738,-9.48421,24.89835,410.37029,172.73679,237.6335,0.00222443,0.01558591,-0.00748809,0.00014069,0.00012374,0.00001695,0.1059714,0.00001491,0.011365,0.2965142,93.29,21.63,1.75413063,0.05780176,0.87519652,-0.031479655,-0.031479655,-0.227200347,0.14978397,1.327061,1.327061,1.327061,-11.45088,-29.08535,-2.52319,-22.51123,-22.31627,-66.77925,-1.75491,-15.14026,-130.72059,-72.76099,-286.39791,-49.14795,0.17955,0.29667,0.22394,0.1187,0.12336,0.02374,0.0831,-0.14545,0.918563,0.999929,23.21,34.736,5.656,2.696,88.230948,99.992037,18.83,24.18,0,0.2546,0.1273,-0.071,0,0.071,0.0355,-0.2546,0,0,0.0729,0.02032,9.9856,0,4.9928,9.9856,0.1001,1.2482,0.2863
p0000077098,-1071.232883,-1070.987473,-1070.919392,143.288,242.9,-0.02752,-0.28182,0.2543,-0.01402,-0.28968,4.9041,-1071.05266,0.0004,9962.8364,2537.91128,1.4055,-41.29778,54.10436,1174.88771,584.41941,590.4683,0.00085515,0.02112532,-0.01920738,0.00054924,0.00028253,0.00026671,0.24979248,0.0001372,0.02017729,0.54861988,166.19,162.81,2.03486641,0.05201953,0.81362956,0.366701909,-0.036435038,-0.349124511,0.524515226,2.992433,1.383306,2.165362,-11.02145,-24.84559,-1.85084,-18.7629,-13.62001,-119.8557,-1.33199,-12.39373,-694.46718,-336.9871,-1672.93649,-227.27403,0.04301,0.06948,0.04012,0.03982,0.00614,0.00193,0.00896,-0.05872,0.807188,0.999976,16.404,16.437,0.02,0.023,99.895671,99.998962,9.81,8.52,0.1048,0.0877,0.0697,0.0893,-0.0106,-0.0068,0.0031,-0.0898,0.11075,-0.01121,0.12738,-0.00982,8.3172,0.0458,4.1815,8.2714,0.1209,1.057,1.4525
p0000078579,-1797.716784,-1797.552388,-1797.487335,136.916,182.32,-0.01463,-0.28739,0.27276,-0.00971,-0.29348,5.1828,-1797.526319,0.0111,30400.2285,2071.88493,1.5214,-29.97073,44.46768,939.11921,480.59413,458.52508,-0.00022173,0.02113924,-0.02261081,0.00047661,0.00031876,0.00015784,0.22150015,0.00010557,0.02186348,0.59477919,111.56,151.42,1.86094558,0.05159848,0.80832393,0.268946245,-0.014269459,-0.134980767,0.296730893,2.241688,1.505498,2.057251,-9.48658,-36.25399,-1.99477,-30.28163,-14.58172,-120.86272,-1.45566,-17.89587,-502.61645,-264.9571,-1137.11883,-180.73823,0.07391,0.39511,0.22069,0.07019,0.00448,0.00073,0.0093,-0.34884,0.906374,0.999959,21.719,66.066,0.11,0.004,89.569464,99.996508,11.44,46.99,0.1343,0.451,0.2466,0.1199,-0.0047,-0.0057,0.0065,-0.4088,0.12621,-0.00442,0.5867,-0.00745,8.6793,-0.4127,4.1333,9.092,0.11,0.9395,1.3008
p0000078591,-426.4784174,-426.301784,-426.255699,96.995,110.3,-0.01421,-0.30928,0.29507,-0.0113,-0.31756,3.6614,-426.3438649,0.0002,1567.4337,1376.81393,1.1249,-41.24152,19.30684,686.03462,521.86144,164.17319,0.00437611,0.01505488,-0.02956875,0.0005929,0.00005649,0.00053641,0.08620528,0.00005111,0.01648274,0.50417669,98.52,93.59,2.03803047,0.05045831,0.82195168,0.171243227,-0.152126258,-0.263499437,0.11882836,3.163577,1.344026,2.262343,-10.06503,-23.79316,-2.72622,-20.78754,97.38591,-31.97396,-1.85926,-12.82899,-365.60697,-167.00991,-8.91431,-110.74708,0.06183,0.31508,0.17975,0.05239,0.00439,0.00261,0.0159,-0.27065,0.881351,0.999966,22.098,52.015,0.066,0.033,99.040542,99.99869,13.44,31.01,0,0.332,0.166,-0.0031,0,0.0031,0.0015,-0.332,0,0,0.23418,0.00218,8.9416,0,4.4708,8.9416,0.1118,1.1177,0.7054
p0000078875,-1038.26776,-1038.212093,-1038.174358,79.421,66.32,-0.00897,-0.35857,0.3496,0.00817,-0.36108,7.0377,-1038.009129,0.0003,14697.3707,894.95002,1.4147,-23.19536,27.20418,497.55557,250.51154,247.04403,0.00382264,0.02413337,-0.01677317,0.00015374,0.00009093,0.0000628,0.24163119,0.00003715,0.02053151,0.55725968,40.86,98.47,1.20513527,0.07257312,0.80064538,-0.041271291,-0.137595368,-0.25914416,0.130633948,2.502361,1.51593,1.845985,-10.68477,-27.78339,-2.5421,-24.99411,-17.1905,-43.51413,-1.76945,-16.27183,-189.0689,-96.70984,-304.53432,-65.55791,0.11799,0.41337,0.25235,0.11203,0.0268,0.0042,0.0375,-0.32203,0.887032,0.99996,22.495,47.125,2.424,0.281,91.695183,99.995565,12.71,36.72,0,0.3631,0.1816,-0.024,0,0.024,0.012,-0.3631,0,0,-0.01529,-0.2309,10.8965,0,5.4482,10.8965,0.0918,1.3621,-0.6359
p0000080331,-2006.081623,-2005.952681,-2005.88773,136.702,202.76,-0.04312,-0.30606,0.26294,-0.02499,-0.33228,5.2835,-2005.887456,0.0034,15524.0644,2133.88119,1.592,-29.67222,29.93323,1045.57632,587.05907,458.51725,0.00250711,0.01670969,-0.01567706,0.00032181,0.00015308,0.00016873,0.24940892,0.00008026,0.01608506,0.44237133,171.75,121.04,2.12533365,0.0625997,0.82161428,0.055125037,-0.001576829,-0.11152934,0.150375343,2.809353,1.390387,2.078104,-11.30496,-30.02697,-2.51613,-25.51471,2.46387,-102.38804,-1.68858,-15.63023,-506.81609,-279.09332,-1024.09621,-179.1869,0.06224,0.12298,0.07955,0.03675,0.01236,0.00241,0.01583,-0.08686,0.935475,0.999981,17.655,21.568,0.072,0.005,99.816604,99.998596,10.18,14.11,0.1282,0.2185,0.131,0.0901,-0.0018,-0.0061,0.0209,-0.1749,0.16861,-0.00239,0.17326,-0.00482,9.1145,0.4397,4.7771,8.6748,0.1153,1.3153,0.793
p0000081049,-1633.256984,-1633.123332,-1633.062532,127.964,178.25,-0.06737,-0.3137,0.24633,-0.03141,-0.34053,4.5686,-1633.089091,0.1253,5816.6931,1918.71931,1.6837,-28.42192,62.31653,919.47805,497.57,421.90806,0.00330271,0.02581223,-0.0232435,0.00066096,0.00045469,0.00020626,0.21468027,0.00014189,0.0245836,0.67031305,95.41,162.07,2.14413579,0.05851544,0.79196876,0.079012897,-0.033598398,-0.8474323,0.545800417,2.829504,1.370242,2.146135,-10.13373,-28.70668,-1.80916,-19.73527,-17.95719,-58.3234,-1.2285,-11.85787,-466.92648,-282.08264,-785.39592,-175.16848,0.0572,0.08494,0.07,0.04149,0.00899,0.00079,0.00794,-0.03396,0.832612,0.99997,11.592,13.17,0.071,0.025,99.951016,99.996776,8.24,9.34,0.0724,0.0827,0.0775,0.02,0.0127,0.0072,0.0099,-0.012,0.11876,0.02082,0.04837,0.00421,9.2855,1.0864,5.1859,8.1991,0.122,1.64,0.585
p0000081776,-1485.565976,-1485.263203,-1485.185368,163.818,444.13,-0.08885,-0.23408,0.14523,-0.07156,-0.30422,2.3577,-1485.479331,0.6253,78110.9457,3292.67458,1.5057,-31.70761,31.43262,1475.30981,824.94455,650.36526,0.0021979,0.01493862,-0.01396285,0.00030188,0.00011659,0.00018529,0.23704978,0.00007156,0.01435183,0.3947956,263.15,149.98,1.99096511,0.06213734,0.71820851,0.206032585,-0.026983122,-0.128613925,0.178094325,2.947094,1.38383,2.199616,-9.05988,-24.60279,-2.24474,-19.36213,-14.02997,-64.78332,-1.4934,-12.22294,-939.51677,-467.7256,-1781.56066,-303.62332,0.02645,0.06999,0.03911,0.01488,0.00471,0.00135,0.0047,-0.06177,0.678211,0.99992,7.019,12.453,0.125,0.004,99.972681,99.988237,4.03,6.39,0.0618,0.0618,0.0524,0.0378,-0.0065,-0.0031,0.0024,-0.0683,0.12384,-0.01301,0.17018,-0.00849,6.8062,1.9836,4.3949,4.8226,0.2074,2.0026,2.7516
p0000083329,-463.1785615,-463.028628,-462.985855,90.024,138.82,-0.01114,-0.25551,0.24437,-0.00424,-0.29377,4.5531,-463.0112376,0.0129,2370.9225,1411.86437,1.2239,-17.99108,15.86254,702.7651,403.25918,299.50592,0.00029867,0.01227817,-0.01583071,0.00010655,0.00003411,0.00007245,0.21763201,0.00002319,0.01374927,0.37530476,119.32,77.47,1.56813488,0.0522415,0.85937867,-0.006423959,-0.006423959,-0.152973448,0.125033057,2.854711,1.374001,2.146612,-11.76165,-24.47947,-2.65213,-12.29718,54.2848,-21.6213,-1.90656,-8.45134,-402.59165,-168.51154,68.14934,-118.27737,0.04277,0.10977,0.06998,0.03462,0.01585,0.00716,0.0162,-0.07959,0.716066,0.999969,11.796,13.758,0.904,0.564,99.714966,99.996878,8.15,9.21,0,0.0922,0.0461,-0.0069,0,0.0069,0.0034,-0.0922,0,0,0.1999,0.01492,7.8006,0,3.9003,7.8006,0.1282,0.9751,2.1684
p0000085223,-13178.65678,-13178.59604,-13178.53486,128.768,201.19,-0.04339,-0.30524,0.26185,-0.02869,-0.30865,4.4754,-13178.49231,0.0001,26506.6107,2026.61988,2.7682,-9.11796,17.32107,930.54841,529.77885,400.76956,0.00232726,0.00989873,-0.0076815,0.00006201,0.0000474,0.00001461,0.18011062,0.00001117,0.00875631,0.24337352,226.9,33.68,1.30219489,0.05531488,0.80916207,0.020574025,-0.009385306,-0.258919509,0.117648791,2.836567,1.401592,2.102176,-9.69587,-33.83414,-2.928,-31.03453,1.2579,-47.84847,-1.89552,-19.83385,-400.53127,-262.8192,-363.36711,-168.78751,0.09389,0.13624,0.11249,0.02698,0.01364,0.00182,0.00933,-0.04751,0.92295,0.999987,17.282,13.417,0.115,0.003,99.936153,99.996847,10.82,11.51,0.185,0.1608,0.1584,0.1083,0.0076,0.0062,0.0069,-0.0294,0.24204,0.00996,0.1311,0.00506,9.0201,0.4499,4.735,8.5702,0.1167,1.3081,0.8151
p0000086293,-594.6910635,-594.522149,-594.468687,112.52,161.82,-0.01138,-0.30557,0.29419,-0.00527,-0.31873,5.4001,-594.4926128,0.0031,5425.018,1777.56877,1.2182,-37.30349,26.8503,870.03732,491.22015,378.81717,0.00207196,0.01759836,-0.01806145,0.00032755,0.00009873,0.00022883,0.21056182,0.00006897,0.01759891,0.48436233,121.3,122.33,2.84861604,0.06229171,0.77998713,0.11928377,-0.023646398,-0.159051677,0.141775848,3.140169,1.390778,2.196257,-11.06513,-25.21579,-2.52013,-16.14385,-20.92036,-81.623,-1.75018,-10.76903,-483.52873,-210.99072,-1294.37873,-142.13347,0.04945,0.07945,0.05726,0.04333,0.01473,0.00573,0.01399,-0.05299,0.890168,0.999978,13.924,13.48,0.789,0.11,89.133971,99.997636,6.73,8.82,0.1123,0.0939,0.0676,0.0895,0.0019,-5.00E-04,0.0032,-0.0702,0.10983,0.00186,0.07568,-4.00E-04,9.0649,-0.442,4.3114,9.5069,0.1052,0.9776,0.8061
p0000086306,-647.7812376,-647.624738,-647.572446,110.058,161.41,-0.02136,-0.28124,0.25988,-0.01012,-0.31091,2.8181,-647.6776736,0.001,5703.7027,1699.66415,1.3069,-34.00935,21.56509,840.47667,475.79722,364.67945,0.00129007,0.01575064,-0.01757663,0.00028717,0.00007914,0.00020803,0.19964106,0.00005733,0.01640183,0.45015605,123.32,112.03,2.0826558,0.05769945,0.8260632,0.292635975,-0.093860091,-0.27603427,0.162618888,3.082914,1.392268,2.149872,-11.4474,-24.25351,-2.58143,-18.37672,27.35467,-66.67114,-1.81279,-12.00283,-464.46641,-212.29063,-913.56535,-143.96805,0.05852,0.13273,0.08914,0.04211,0.01841,0.00375,0.01658,-0.08719,0.903445,0.999957,29.11,15.575,0.211,0.143,99.779331,99.994667,14.98,8.78,0.2059,0.1267,0.1592,0.1603,0.0012,0.0077,0.0045,-0.0399,0.21,0.00125,0.18606,0.0113,8.3515,-0.0646,4.1434,8.416,0.1188,1.02,1.4682
p0000086500,-1915.742698,-1915.565093,-1915.495365,146.756,215.74,-0.04581,-0.29143,0.24562,-0.03331,-0.30222,3.8373,-1915.60168,0.0035,42032.9695,2323.23353,1.5306,-30.59247,25.46443,1055.61155,552.25201,503.35955,-0.00089211,0.01771597,-0.02130764,0.00028178,0.00008709,0.00019469,0.2135487,0.00006017,0.01948015,0.5286798,123.92,171.68,1.9056428,0.05329325,0.77080204,0.166868217,-0.017392564,-0.167136036,0.151181251,2.813467,1.384367,2.112091,-9.08367,-34.87048,-2.59162,-33.10425,-12.5749,-76.7905,-1.73055,-17.40898,-566.955,-316.57435,-763.94609,-200.51845,0.06447,0.34694,0.18945,0.03501,0.00466,0.00091,0.0066,-0.31497,0.930948,0.999977,22.935,63.322,0.002,0.013,99.945574,99.995713,11.52,44.35,0.1556,0.39,0.1975,0.15,-0.003,-0.0018,0.0014,-0.385,0.20739,-0.00398,0.46441,-0.00219,8.7276,0.5878,4.6577,8.1397,0.1229,1.3326,1.1909
